id,display_name,implemented_in_aimux,provider_kind,tier,protocol,openai_compatible,sources,base_urls,model_count,capabilities,audit_projects,audit_count,integration_candidate
vertex_ai_ai21_models,Vertex AI Ai21 Models,False,model_vendor,unknown,unknown,,,,5,chat,,,
vertex_ai_anthropic_models,Vertex AI Anthropic Models,False,model_vendor,unknown,unknown,,,,37,chat,,,
vertex_ai_deepseek_models,Vertex AI Deepseek Models,False,model_vendor,unknown,unknown,,,,3,chat,,,
vertex_ai_language_models,Vertex AI Language Models,False,model_vendor,unknown,unknown,,,,42,chat;embedding;image_generation;realtime,,,
vertex_ai_llama_models,Vertex AI Llama Models,False,model_vendor,unknown,unknown,,,,11,chat,,,
vertex_ai_minimax_models,Vertex AI Minimax Models,False,model_vendor,unknown,unknown,,,,1,chat,,,
vertex_ai_mistral_models,Vertex AI Mistral Models,False,model_vendor,unknown,unknown,,,,19,chat,,,
vertex_ai_moonshot_models,Vertex AI Moonshot Models,False,model_vendor,unknown,unknown,,,,1,chat,,,
vertex_ai_openai_models,Vertex AI Openai Models,False,model_vendor,unknown,unknown,,,,3,chat,,,
vertex_ai_qwen_models,Vertex AI Qwen Models,False,model_vendor,unknown,unknown,,,,4,chat,,,
vertex_ai_text_models,Vertex AI Text Models,False,model_vendor,unknown,unknown,,,,2,completion,,,
vertex_ai_zai_models,Vertex AI ZAI Models,False,model_vendor,unknown,unknown,,,,2,chat,,,
vidu,Vidu,False,model_vendor,unknown,unknown,,,https://api.vidu.cn,0,chat,new-api,1,
vivgrid,Vivgrid,False,model_vendor,unknown,unknown,,,https://api.vivgrid.com/v1,17,chat,mastra;opencode,2,
vllm,Vllm,True,local_runtime,L2,openai,True,,,0,chat,bifrost;continue;dynamo;haystack;langchain;litellm;llama_index;LlamaIndexTS;opencodex;OpenGateLLM;otari;outlines;smg;tensorzero;textgrad,15,
volc_engine,VolcEngine,False,model_vendor,unknown,unknown,,,https://ark.cn-beijing.volces.com,0,chat,aiproxy;axonhub;chats;cline;eino;higress;litellm;new-api;one-api;Roo-Code;simple-one-api,13,
voyage,Voyage,True,embedding,L3,voyage,False,,,19,embedding;rerank,continue;litellm;otari;portkey-gateway;pydantic-ai;rig,6,
vultr,Vultr,False,model_vendor,unknown,unknown,,,https://api.vultrinference.com/v1,12,chat,mastra;opencode,2,
wafer,Wafer,True,model_vendor,unknown,unknown,,,https://pass.wafer.ai/v1,10,chat,bifrost,1,
wandb,Weights & Biases,False,model_vendor,L2,openai,True,,https://api.inference.wandb.ai/v1,48,chat,cline;litellm;mastra;opencode,4,
watsonx,Watsonx,False,cloud_platform,unknown,unknown,,,,29,audio_transcription;chat,aisuite;continue;haystack;langchain4j;langchaingo;langchainjs;litellm;llama_index;otari,9,
watsonx_text,Watsonx Text,False,model_vendor,unknown,unknown,,,,0,chat,litellm,1,
xai,xAI,True,model_vendor,L1,xai,True,,https://api.x.ai,87,chat,agentsdk;ai;aider;aiproxy;aisuite;awaken;axonhub;bifrost;cc-switch;chats;cline;continue;edgequake-llm;ferro-ai-gateway;graniet-llm;helicone-ai-gateway;instructor;langchain;langchainjs;litellm;litellm-rust;LlamaIndexTS;llmgateway;manifest;mastra;mirascope;new-api;one-api;one-hub;opencode;opencode-ai;opencodex;otari;pi;plano;portkey-gateway;pydantic-ai;rig;rllm;Roo-Code;rust-genai;smg;tensorzero;unia,44,
xiaomi_token_plan_ams,Xiaomi Token Plan (Europe),False,model_vendor,unknown,unknown,,,https://token-plan-ams.xiaomimimo.com/v1,8,chat,axonhub;chats;cline;llm-connector;llmgateway;manifest;mastra;opencode;opencodex;pi;plano,20,
xiaomi_token_plan_cn,Xiaomi Token Plan (China),False,model_vendor,unknown,unknown,,,https://token-plan-cn.xiaomimimo.com/v1,8,chat,axonhub;chats;cline;llm-connector;llmgateway;manifest;mastra;opencode;opencodex;pi;plano,20,
xiaomi_token_plan_sgp,Xiaomi Token Plan (Singapore),False,model_vendor,unknown,unknown,,,https://token-plan-sgp.xiaomimimo.com/v1,8,chat,axonhub;chats;cline;llm-connector;llmgateway;manifest;mastra;opencode;opencodex;pi;plano,20,
xiaomimimo,Xiaomi,True,model_vendor,unknown,unknown,,,https://api.xiaomimimo.com/v1,6,chat,rig,1,
xinference,Xinference,True,local_runtime,L2,openai,True,,,0,chat,APIPark;langchain;langchain4j;litellm;llama_index;llm-connector;new-api,7,
xpersona,Xpersona,False,model_vendor,unknown,unknown,,,https://www.xpersona.co/v1,3,chat,mastra;opencode,2,
xunfei,Xunfei,False,model_vendor,unknown,unknown,,,,0,chat,aiproxy;APIPark;higress;new-api;one-api;one-hub,6,
you_com,YOU COM,False,model_vendor,L3,unknown,,,,1,search,litellm,1,
zai,Z.AI,True,model_vendor,L2,openai,True,,https://api.z.ai/api/paas/v4,33,chat,awaken;axonhub;cline;continue;litellm;litellm-rust;llmgateway;manifest;mastra;oh-my-opencode-slim;opencode;opencodex;pi;pydantic-ai;rig;Roo-Code;rust-genai,20,
zai_coding_plan,Z.AI Coding Plan,False,model_vendor,unknown,unknown,,,https://api.z.ai/api/coding/paas/v4,6,chat,awaken;axonhub;cline;continue;litellm;litellm-rust;llmgateway;manifest;mastra;oh-my-opencode-slim;opencode;opencodex;pi;pydantic-ai;rig;Roo-Code;rust-genai,20,
zeldoc,Zeldoc,False,model_vendor,unknown,unknown,,,https://api.zeldoc.ai/v1,1,chat,mastra;opencode,2,
zenifra,Zenifra,False,model_vendor,unknown,unknown,,,https://ai.zenifra.com/v1,1,chat,mastra;opencode,2,
zenmux,ZenMux,False,model_vendor,unknown,unknown,,,https://zenmux.ai/api/v1,164,chat;embedding;image_generation,agentsdk;mastra;opencode;opencodex,4,
zhipu_v4,ZhipuV4,False,model_vendor,unknown,unknown,,,https://open.bigmodel.cn,0,chat,,,
zhipuai_coding_plan,Zhipu AI Coding Plan,False,model_vendor,unknown,unknown,,,https://open.bigmodel.cn/api/coding/paas/v4,7,chat,aiproxy;APIPark;awaken;axonhub;chats;higress;langchain4j;langchain-swift;llama_index;mastra;one-api;one-hub;opencode;OpenHands;plano;portkey-gateway;rust-genai;simple-one-api,22,
codex,codex,False,subscription_proxy,unknown,unknown,,,,,,agent-of-empires;axonhub;CCSwitcher;cline;pi;Roo-Code;uni-api,7,high
azure_ai_foundry,azure (AI Foundry),False,cloud_platform,unknown,unknown,,,,,,chats;dotnet-extensions;ferro-ai-gateway;guidance;llmgateway;pydantic-ai,6,high
